fecha,entidad,tipo_entidad,tipo_indicador,nombre,valor,fuente_endpoint
2018-02-01,Banco Santa Cruz,BM,financieros,Margen de Intermediación,0.083365,indicadores_financieros
2018-02-01,Banco Santa Cruz,BM,financieros,Spread Tasas de Interés,0.069973,indicadores_financieros
2018-02-01,Banco Santa Cruz,BM,financieros,Activos Improductivos,0.036922,indicadores_financieros
2018-02-01,Banco Santa Cruz,BM,financieros,Apalancamiento,9.135003,indicadores_financieros
2018-02-01,Banco Santa Cruz,BM,morosidad,Morosidad Simple,0.016431,indicadores_morosidad
2018-02-01,Banco Santa Cruz,BM,morosidad,Morosidad Estresada,0.025954,indicadores_morosidad
2018-02-01,Banco Santa Cruz,BM,morosidad,Índice Riesgo Crédito,0.019971,indicadores_morosidad
2018-02-01,Banco López de Haro,BM,principales,ROA,0.019049,indicadores_principales
2018-02-01,Banco López de Haro,BM,principales,ROE,0.156586,indicadores_principales
2018-02-01,Banco López de Haro,BM,principales,Eficiencia Operacional,0.521348,indicadores_principales
2018-02-01,Banco López de Haro,BM,principales,Liquidez Inmediata,0.228103,indicadores_principales
2018-02-01,Banco López de Haro,BM,principales,Cobertura de Cartera,1.303276,indicadores_principales
2018-02-01,Banco López de Haro,BM,financieros,Margen de Intermediación,0.084772,indicadores_financieros
2018-02-01,Banco López de Haro,BM,financieros,Spread Tasas de Interés,0.072966,indicadores_financieros
2018-02-01,Banco López de Haro,BM,financieros,Activos Improductivos,0.041783,indicadores_financieros
2018-02-01,Banco López de Haro,BM,financieros,Apalancamiento,8.544747,indicadores_financieros
2018-02-01,Banco López de Haro,BM,morosidad,Morosidad Simple,0.015536,indicadores_morosidad
2018-02-01,Banco López de Haro,BM,morosidad,Morosidad Estresada,0.025395,indicadores_morosidad
2018-02-01,Banco López de Haro,BM,morosidad,Índice Riesgo Crédito,0.020686,indicadores_morosidad
2018-02-01,JMMB Bank,BM,principales,ROA,0.019567,indicadores_principales
2018-02-01,JMMB Bank,BM,principales,ROE,0.164855,indicadores_principales
2018-02-01,JMMB Bank,BM,principales,Eficiencia Operacional,0.535906,indicadores_principales
2018-02-01,JMMB Bank,BM,principales,Liquidez Inmediata,0.209914,indicadores_principales
2018-02-01,JMMB Bank,BM,principales,Cobertura de Cartera,1.473105,indicadores_principales
2018-02-01,JMMB Bank,BM,financieros,Margen de Intermediación,0.085074,indicadores_financieros
2018-02-01,JMMB Bank,BM,financieros,Spread Tasas de Interés,0.071525,indicadores_financieros
2018-02-01,JMMB Bank,BM,financieros,Activos Improductivos,0.035054,indicadores_financieros
2018-02-01,JMMB Bank,BM,financieros,Apalancamiento,8.756654,indicadores_financieros
2018-02-01,JMMB Bank,BM,morosidad,Morosidad Simple,0.01531,indicadores_morosidad
2018-02-01,JMMB Bank,BM,morosidad,Morosidad Estresada,0.024415,indicadores_morosidad
2018-02-01,JMMB Bank,BM,morosidad,Índice Riesgo Crédito,0.022742,indicadores_morosidad
2018-02-01,Banco Vimenca,BM,principales,ROA,0.021013,indicadores_principales
2018-02-01,Banco Vimenca,BM,principales,ROE,0.165184,indicadores_principales
2018-02-01,Banco Vimenca,BM,principales,Eficiencia Operacional,0.522356,indicadores_principales
2018-02-01,Banco Vimenca,BM,principales,Liquidez Inmediata,0.202026,indicadores_principales
2018-02-01,Banco Vimenca,BM,principales,Cobertura de Cartera,1.573428,indicadores_principales
2018-02-01,Banco Vimenca,BM,financieros,Margen de Intermediación,0.087686,indicadores_financieros
2018-02-01,Banco Vimenca,BM,financieros,Spread Tasas de Interés,0.069593,indicadores_financieros
2018-02-01,Banco Vimenca,BM,financieros,Activos Improductivos,0.034741,indicadores_financieros
2018-02-01,Banco Vimenca,BM,financieros,Apalancamiento,8.404973,indicadores_financieros
2018-02-01,Banco Vimenca,BM,morosidad,Morosidad Simple,0.014965,indicadores_morosidad
2018-02-01,Banco Vimenca,BM,morosidad,Morosidad Estresada,0.022624,indicadores_morosidad
2018-02-01,Banco Vimenca,BM,morosidad,Índice Riesgo Crédito,0.020265,indicadores_morosidad
2018-02-01,Banco del Progreso,BM,principales,ROA,0.017915,indicadores_principales
2018-02-01,Banco del Progreso,BM,principales,ROE,0.171908,indicadores_principales
2018-02-01,Banco del Progreso,BM,principales,Eficiencia Operacional,0.503034,indicadores_principales
2018-02-01,Banco del Progreso,BM,principales,Liquidez Inmediata,0.20693,indicadores_principales
2018-02-01,Banco del Progreso,BM,principales,Cobertura de Cartera,1.409226,indicadores_principales
2018-02-01,Banco del Progreso,BM,financieros,Margen de Intermediación,0.084614,indicadores_financieros
2018-02-01,Banco del Progreso,BM,financieros,Spread Tasas de Interés,0.077661,indicadores_financieros
2018-02-01,Banco del Progreso,BM,financieros,Activos Improductivos,0.035342,indicadores_financieros
2018-02-01,Banco del Progreso,BM,financieros,Apalancamiento,8.167389,indicadores_financieros
2018-02-01,Banco del Progreso,BM,morosidad,Morosidad Simple,0.016161,indicadores_morosidad
2018-02-01,Banco del Progreso,BM,morosidad,Morosidad Estresada,0.024248,indicadores_morosidad
2018-02-01,Banco del Progreso,BM,morosidad,Índice Riesgo Crédito,0.019355,indicadores_morosidad
2018-02-01,Caribe Express Banco,BM,principales,ROA,0.019934,indicadores_principales
2018-02-01,Caribe Express Banco,BM,principales,ROE,0.152614,indicadores_principales
2018-02-01,Caribe Express Banco,BM,principales,Eficiencia Operacional,0.557644,indicadores_principales
2018-02-01,Caribe Express Banco,BM,principales,Liquidez Inmediata,0.227863,indicadores_principales
2018-02-01,Caribe Express Banco,BM,principales,Cobertura de Cartera,1.419957,indicadores_principales
2018-02-01,Caribe Express Banco,BM,financieros,Margen de Intermediación,0.085784,indicadores_financieros
2018-02-01,Caribe Express Banco,BM,financieros,Spread Tasas de Interés,0.068429,indicadores_financieros
2018-02-01,Caribe Express Banco,BM,financieros,Activos Improductivos,0.038192,indicadores_financieros
2018-02-01,Caribe Express Banco,BM,financieros,Apalancamiento,8.481779,indicadores_financieros
2018-02-01,Caribe Express Banco,BM,morosidad,Morosidad Simple,0.01561,indicadores_morosidad
2018-02-01,Caribe Express Banco,BM,morosidad,Morosidad Estresada,0.024905,indicadores_morosidad
2018-02-01,Caribe Express Banco,BM,morosidad,Índice Riesgo Crédito,0.019028,indicadores_morosidad
2018-02-01,Asociación Popular de Ahorros y Préstamos,CA,principales,ROA,0.019796,indicadores_principales
2018-02-01,Asociación Popular de Ahorros y Préstamos,CA,principales,ROE,0.161515,indicadores_principales
2018-02-01,Asociación Popular de Ahorros y Préstamos,CA,principales,Eficiencia Operacional,0.534559,indicadores_principales
2018-02-01,Asociación Popular de Ahorros y Préstamos,CA,principales,Liquidez Inmediata,0.203535,indicadores_principales
2018-02-01,Asociación Popular de Ahorros y Préstamos,CA,principales,Cobertura de Cartera,1.394377,indicadores_principales
2018-02-01,Asociación Popular de Ahorros y Préstamos,CA,financieros,Margen de Intermediación,0.079802,indicadores_financieros
2018-02-01,Asociación Popular de Ahorros y Préstamos,CA,financieros,Spread Tasas de Interés,0.07362,indicadores_financieros
2018-02-01,Asociación Popular de Ahorros y Préstamos,CA,financieros,Activos Improductivos,0.036798,indicadores_financieros
2018-02-01,Asociación Popular de Ahorros y Préstamos,CA,financieros,Apalancamiento,8.375191,indicadores_financieros
2018-02-01,Asociación Popular de Ahorros y Préstamos,CA,morosidad,Morosidad Simple,0.016807,indicadores_morosidad
2018-02-01,Asociación Popular de Ahorros y Préstamos,CA,morosidad,Morosidad Estresada,0.024666,indicadores_morosidad
2018-02-01,Asociación Popular de Ahorros y Préstamos,CA,morosidad,Índice Riesgo Crédito,0.018498,indicadores_morosidad
2018-02-01,Asociación Cibao,CA,principales,ROA,0.018098,indicadores_principales
2018-02-01,Asociación Cibao,CA,principales,ROE,0.163096,indicadores_principales
2018-02-01,Asociación Cibao,CA,principales,Eficiencia Operacional,0.521846,indicadores_principales
2018-02-01,Asociación Cibao,CA,principales,Liquidez Inmediata,0.206265,indicadores_principales
2018-02-01,Asociación Cibao,CA,principales,Cobertura de Cartera,1.391538,indicadores_principales
2018-02-01,Asociación Cibao,CA,financieros,Margen de Intermediación,0.08174,indicadores_financieros
2018-02-01,Asociación Cibao,CA,financieros,Spread Tasas de Interés,0.075707,indicadores_financieros
2018-02-01,Asociación Cibao,CA,financieros,Activos Improductivos,0.039281,indicadores_financieros
2018-02-01,Asociación Cibao,CA,financieros,Apalancamiento,8.913965,indicadores_financieros
2018-02-01,Asociación Cibao,CA,morosidad,Morosidad Simple,0.015448,indicadores_morosidad
2018-02-01,Asociación Cibao,CA,morosidad,Morosidad Estresada,0.024531,indicadores_morosidad
2018-02-01,Asociación Cibao,CA,morosidad,Índice Riesgo Crédito,0.021132,indicadores_morosidad
2018-02-01,La Nacional,CA,principales,ROA,0.018486,indicadores_principales
2018-02-01,La Nacional,CA,principales,ROE,0.165991,indicadores_principales
2018-02-01,La Nacional,CA,principales,Eficiencia Operacional,0.526933,indicadores_principales
2018-02-01,La Nacional,CA,principales,Liquidez Inmediata,0.2026,indicadores_principales
2018-02-01,La Nacional,CA,principales,Cobertura de Cartera,1.479692,indicadores_principales
2018-02-01,La Nacional,CA,financieros,Margen de Intermediación,0.085828,indicadores_financieros
2018-02-01,La Nacional,CA,financieros,Spread Tasas de Interés,0.073455,indicadores_financieros
2018-02-01,La Nacional,CA,financieros,Activos Improductivos,0.0343,indicadores_financieros
2018-02-01,La Nacional,CA,financieros,Apalancamiento,8.388846,indicadores_financieros
2018-02-01,La Nacional,CA,morosidad,Morosidad Simple,0.017078,indicadores_morosidad
2018-02-01,La Nacional,CA,morosidad,Morosidad Estresada,0.023663,indicadores_morosidad
2018-02-01,La Nacional,CA,morosidad,Índice Riesgo Crédito,0.018862,indicadores_morosidad
2018-02-01,Romana,CA,principales,ROA,0.020806,indicadores_principales
2018-02-01,Romana,CA,principales,ROE,0.156689,indicadores_principales
2018-02-01,Romana,CA,principales,Eficiencia Operacional,0.509101,indicadores_principales
2018-02-01,Romana,CA,principales,Liquidez Inmediata,0.22257,indicadores_principales
2018-02-01,Romana,CA,principales,Cobertura de Cartera,1.507919,indicadores_principales
2018-02-01,Romana,CA,financieros,Margen de Intermediación,0.082403,indicadores_financieros
2018-02-01,Romana,CA,financieros,Spread Tasas de Interés,0.068807,indicadores_financieros
2018-02-01,Romana,CA,financieros,Activos Improductivos,0.037286,indicadores_financieros
2018-02-01,Romana,CA,financieros,Apalancamiento,8.333304,indicadores_financieros
2018-02-01,Romana,CA,morosidad,Morosidad Simple,0.014847,indicadores_morosidad
2018-02-01,Romana,CA,morosidad,Morosidad Estresada,0.024826,indicadores_morosidad
2018-02-01,Romana,CA,morosidad,Índice Riesgo Crédito,0.020005,indicadores_morosidad
2018-02-01,Mocana,CA,principales,ROA,0.019601,indicadores_principales
2018-02-01,Mocana,CA,principales,ROE,0.177698,indicadores_principales
2018-02-01,Mocana,CA,principales,Eficiencia Operacional,0.532656,indicadores_principales
2018-02-01,Mocana,CA,principales,Liquidez Inmediata,0.206951,indicadores_principales
2018-02-01,Mocana,CA,principales,Cobertura de Cartera,1.482018,indicadores_principales
2018-02-01,Mocana,CA,financieros,Margen de Intermediación,0.084858,indicadores_financieros
2018-02-01,Mocana,CA,financieros,Spread Tasas de Interés,0.070874,indicadores_financieros
2018-02-01,Mocana,CA,financieros,Activos Improductivos,0.037217,indicadores_financieros
2018-02-01,Mocana,CA,financieros,Apalancamiento,8.547903,indicadores_financieros
2018-02-01,Mocana,CA,morosidad,Morosidad Simple,0.015045,indicadores_morosidad
2018-02-01,Mocana,CA,morosidad,Morosidad Estresada,0.025276,indicadores_morosidad
2018-02-01,Mocana,CA,morosidad,Índice Riesgo Crédito,0.01962,indicadores_morosidad
2018-02-01,ADOPEM,BA,principales,ROA,0.020562,indicadores_principales
2018-02-01,ADOPEM,BA,principales,ROE,0.169941,indicadores_principales
2018-02-01,ADOPEM,BA,principales,Eficiencia Operacional,0.551586,indicadores_principales
2018-02-01,ADOPEM,BA,principales,Liquidez Inmediata,0.210086,indicadores_principales
2018-02-01,ADOPEM,BA,principales,Cobertura de Cartera,1.434048,indicadores_principales
2018-02-01,ADOPEM,BA,financieros,Margen de Intermediación,0.088064,indicadores_financieros
2018-02-01,ADOPEM,BA,financieros,Spread Tasas de Interés,0.069567,indicadores_financieros
2018-02-01,ADOPEM,BA,financieros,Activos Improductivos,0.040433,indicadores_financieros
2018-02-01,ADOPEM,BA,financieros,Apalancamiento,8.08962,indicadores_financieros
2018-02-01,ADOPEM,BA,morosidad,Morosidad Simple,0.014986,indicadores_morosidad
2018-02-01,ADOPEM,BA,morosidad,Morosidad Estresada,0.024677,indicadores_morosidad
2018-02-01,ADOPEM,BA,morosidad,Índice Riesgo Crédito,0.022456,indicadores_morosidad
2018-02-01,Bancamérica,BA,principales,ROA,0.020046,indicadores_principales
2018-02-01,Bancamérica,BA,principales,ROE,0.185607,indicadores_principales
2018-02-01,Bancamérica,BA,principales,Eficiencia Operacional,0.520689,indicadores_principales
2018-02-01,Bancamérica,BA,principales,Liquidez Inmediata,0.239177,indicadores_principales
2018-02-01,Bancamérica,BA,principales,Cobertura de Cartera,1.436074,indicadores_principales
2018-02-01,Bancamérica,BA,financieros,Margen de Intermediación,0.087828,indicadores_financieros
2018-02-01,Bancamérica,BA,financieros,Spread Tasas de Interés,0.073106,indicadores_financieros
2018-02-01,Bancamérica,BA,financieros,Activos Improductivos,0.037347,indicadores_financieros
2018-02-01,Bancamérica,BA,financieros,Apalancamiento,9.21597,indicadores_financieros
2018-02-01,Bancamérica,BA,morosidad,Morosidad Simple,0.016868,indicadores_morosidad
2018-02-01,Bancamérica,BA,morosidad,Morosidad Estresada,0.025704,indicadores_morosidad
2018-02-01,Bancamérica,BA,morosidad,Índice Riesgo Crédito,0.023425,indicadores_morosidad
2018-02-01,Banfond,BA,principales,ROA,0.017982,indicadores_principales
2018-02-01,Banfond,BA,principales,ROE,0.16049,indicadores_principales
2018-02-01,Banfond,BA,principales,Eficiencia Operacional,0.483291,indicadores_principales
2018-02-01,Banfond,BA,principales,Liquidez Inmediata,0.217727,indicadores_principales
2018-02-01,Banfond,BA,principales,Cobertura de Cartera,1.435746,indicadores_principales
2018-02-01,Banfond,BA,financieros,Margen de Intermediación,0.085864,indicadores_financieros
2018-02-01,Banfond,BA,financieros,Spread Tasas de Interés,0.072796,indicadores_financieros
2018-02-01,Banfond,BA,financieros,Activos Improductivos,0.0432,indicadores_financieros
2018-02-01,Banfond,BA,financieros,Apalancamiento,7.755157,indicadores_financieros
2018-02-01,Banfond,BA,morosidad,Morosidad Simple,0.017535,indicadores_morosidad
2018-02-01,Banfond,BA,morosidad,Morosidad Estresada,0.023063,indicadores_morosidad
2018-02-01,Banfond,BA,morosidad,Índice Riesgo Crédito,0.018247,indicadores_morosidad
2018-02-01,Motor Crédito,BA,principales,ROA,0.020323,indicadores_principales
2018-02-01,Motor Crédito,BA,principales,ROE,0.165881,indicadores_principales
2018-02-01,Motor Crédito,BA,principales,Eficiencia Operacional,0.554612,indicadores_principales
2018-02-01,Motor Crédito,BA,principales,Liquidez Inmediata,0.210892,indicadores_principales
2018-02-01,Motor Crédito,BA,principales,Cobertura de Cartera,1.369428,indicadores_principales
2018-02-01,Motor Crédito,BA,financieros,Margen de Intermediación,0.083926,indicadores_financieros
2018-02-01,Motor Crédito,BA,financieros,Spread Tasas de Interés,0.069734,indicadores_financieros
2018-02-01,Motor Crédito,BA,financieros,Activos Improductivos,0.038485,indicadores_financieros
2018-02-01,Motor Crédito,BA,financieros,Apalancamiento,8.148273,indicadores_financieros
2018-02-01,Motor Crédito,BA,morosidad,Morosidad Simple,0.017008,indicadores_morosidad
2018-02-01,Motor Crédito,BA,morosidad,Morosidad Estresada,0.02618,indicadores_morosidad
2018-02-01,Motor Crédito,BA,morosidad,Índice Riesgo Crédito,0.021456,indicadores_morosidad
2018-03-01,Banco Popular Dominicano,BM,principales,ROA,0.017939,indicadores_principales
2018-03-01,Banco Popular Dominicano,BM,principales,ROE,0.168859,indicadores_principales
2018-03-01,Banco Popular Dominicano,BM,principales,Eficiencia Operacional,0.536142,indicadores_principales
2018-03-01,Banco Popular Dominicano,BM,principales,Liquidez Inmediata,0.222274,indicadores_principales
2018-03-01,Banco Popular Dominicano,BM,principales,Cobertura de Cartera,1.353338,indicadores_principales
2018-03-01,Banco Popular Dominicano,BM,financieros,Margen de Intermediación,0.083761,indicadores_financieros
2018-03-01,Banco Popular Dominicano,BM,financieros,Spread Tasas de Interés,0.066028,indicadores_financieros
2018-03-01,Banco Popular Dominicano,BM,financieros,Activos Improductivos,0.037965,indicadores_financieros
2018-03-01,Banco Popular Dominicano,BM,financieros,Apalancamiento,8.297936,indicadores_financieros
2018-03-01,Banco Popular Dominicano,BM,morosidad,Morosidad Simple,0.014499,indicadores_morosidad
2018-03-01,Banco Popular Dominicano,BM,morosidad,Morosidad Estresada,0.026941,indicadores_morosidad
2018-03-01,Banco Popular Dominicano,BM,morosidad,Índice Riesgo Crédito,0.022537,indicadores_morosidad
2018-03-01,Banco de Reservas,BM,principales,ROA,0.02099,indicadores_principales
2018-03-01,Banco de Reservas,BM,principales,ROE,0.145497,indicadores_principales
2018-03-01,Banco de Reservas,BM,principales,Eficiencia Operacional,0.491845,indicadores_principales
2018-03-01,Banco de Reservas,BM,principales,Liquidez Inmediata,0.217215,indicadores_principales
2018-03-01,Banco de Reservas,BM,principales,Cobertura de Cartera,1.476245,indicadores_principales
2018-03-01,Banco de Reservas,BM,financieros,Margen de Intermediación,0.085222,indicadores_financieros
2018-03-01,Banco de Reservas,BM,financieros,Spread Tasas de Interés,0.065345,indicadores_financieros
2018-03-01,Banco de Reservas,BM,financieros,Activos Improductivos,0.039503,indicadores_financieros
2018-03-01,Banco de Reservas,BM,financieros,Apalancamiento,8.340359,indicadores_financieros
2018-03-01,Banco de Reservas,BM,morosidad,Morosidad Simple,0.015613,indicadores_morosidad
2018-03-01,Banco de Reservas,BM,morosidad,Morosidad Estresada,0.026872,indicadores_morosidad
2018-03-01,Banco de Reservas,BM,morosidad,Índice Riesgo Crédito,0.017778,indicadores_morosidad
2018-03-01,BHD León,BM,principales,ROA,0.020249,indicadores_principales
2018-03-01,BHD León,BM,principales,ROE,0.195507,indicadores_principales
2018-03-01,BHD León,BM,principales,Eficiencia Operacional,0.5382,indicadores_principales
2018-03-01,BHD León,BM,principales,Liquidez Inmediata,0.22365,indicadores_principales
2018-03-01,BHD León,BM,principales,Cobertura de Cartera,1.483784,indicadores_principales
2018-03-01,BHD León,BM,financieros,Margen de Intermediación,0.089828,indicadores_financieros
2018-03-01,BHD León,BM,financieros,Spread Tasas de Interés,0.071716,indicadores_financieros
2018-03-01,BHD León,BM,financieros,Activos Improductivos,0.038157,indicadores_financieros
2018-03-01,BHD León,BM,financieros,Apalancamiento,8.730009,indicadores_financieros
2018-03-01,BHD León,BM,morosidad,Morosidad Simple,0.016378,indicadores_morosidad
2018-03-01,BHD León,BM,morosidad,Morosidad Estresada,0.025197,indicadores_morosidad
2018-03-01,BHD León,BM,morosidad,Índice Riesgo Crédito,0.020734,indicadores_morosidad
2018-03-01,Scotiabank RD,BM,principales,ROA,0.019397,indicadores_principales
2018-03-01,Scotiabank RD,BM,principales,ROE,0.17606,indicadores_principales
2018-03-01,Scotiabank RD,BM,principales,Eficiencia Operacional,0.490966,indicadores_principales
2018-03-01,Scotiabank RD,BM,principales,Liquidez Inmediata,0.216181,indicadores_principales
2018-03-01,Scotiabank RD,BM,principales,Cobertura de Cartera,1.495704,indicadores_principales
2018-03-01,Scotiabank RD,BM,financieros,Margen de Intermediación,0.090443,indicadores_financieros
2018-03-01,Scotiabank RD,BM,financieros,Spread Tasas de Interés,0.071755,indicadores_financieros
2018-03-01,Scotiabank RD,BM,financieros,Activos Improductivos,0.039267,indicadores_financieros
2018-03-01,Scotiabank RD,BM,financieros,Apalancamiento,8.154065,indicadores_financieros
2018-03-01,Scotiabank RD,BM,morosidad,Morosidad Simple,0.015244,indicadores_morosidad
2018-03-01,Scotiabank RD,BM,morosidad,Morosidad Estresada,0.024844,indicadores_morosidad
2018-03-01,Scotiabank RD,BM,morosidad,Índice Riesgo Crédito,0.018535,indicadores_morosidad
2018-03-01,Banesco,BM,principales,ROA,0.018078,indicadores_principales
2018-03-01,Banesco,BM,principales,ROE,0.170896,indicadores_principales
2018-03-01,Banesco,BM,principales,Eficiencia Operacional,0.476554,indicadores_principales
2018-03-01,Banesco,BM,principales,Liquidez Inmediata,0.210082,indicadores_principales
2018-03-01,Banesco,BM,principales,Cobertura de Cartera,1.530593,indicadores_principales
2018-03-01,Banesco,BM,financieros,Margen de Intermediación,0.088585,indicadores_financieros
2018-03-01,Banesco,BM,financieros,Spread Tasas de Interés,0.070605,indicadores_financieros
2018-03-01,Banesco,BM,financieros,Activos Improductivos,0.034767,indicadores_financieros
2018-03-01,Banesco,BM,financieros,Apalancamiento,8.279266,indicadores_financieros
2018-03-01,Banesco,BM,morosidad,Morosidad Simple,0.014839,indicadores_morosidad
2018-03-01,Banesco,BM,morosidad,Morosidad Estresada,0.023532,indicadores_morosidad
2018-03-01,Banesco,BM,morosidad,Índice Riesgo Crédito,0.019174,indicadores_morosidad
2018-03-01,Citibank RD,BM,principales,ROA,0.019053,indicadores_principales
2018-03-01,Citibank RD,BM,principales,ROE,0.159931,indicadores_principales
2018-03-01,Citibank RD,BM,principales,Eficiencia Operacional,0.518957,indicadores_principales
2018-03-01,Citibank RD,BM,principales,Liquidez Inmediata,0.263831,indicadores_principales
2018-03-01,Citibank RD,BM,principales,Cobertura de Cartera,1.344831,indicadores_principales
2018-03-01,Citibank RD,BM,financieros,Margen de Intermediación,0.084427,indicadores_financieros
2018-03-01,Citibank RD,BM,financieros,Spread Tasas de Interés,0.073162,indicadores_financieros
2018-03-01,Citibank RD,BM,financieros,Activos Improductivos,0.040753,indicadores_financieros
2018-03-01,Citibank RD,BM,financieros,Apalancamiento,8.915869,indicadores_financieros
2018-03-01,Citibank RD,BM,morosidad,Morosidad Simple,0.017014,indicadores_morosidad
2018-03-01,Citibank RD,BM,morosidad,Morosidad Estresada,0.024869,indicadores_morosidad
2018-03-01,Citibank RD,BM,morosidad,Índice Riesgo Crédito,0.018127,indicadores_morosidad
2018-03-01,Banco Santa Cruz,BM,principales,ROA,0.017339,indicadores_principales
2018-03-01,Banco Santa Cruz,BM,principales,ROE,0.153925,indicadores_principales
2018-03-01,Banco Santa Cruz,BM,principales,Eficiencia Operacional,0.55718,indicadores_principales
2018-03-01,Banco Santa Cruz,BM,principales,Liquidez Inmediata,0.236803,indicadores_principales
2018-03-01,Banco Santa Cruz,BM,principales,Cobertura de Cartera,1.424925,indicadores_principales
2018-03-01,Banco Santa Cruz,BM,financieros,Margen de Intermediación,0.087834,indicadores_financieros
2018-03-01,Banco Santa Cruz,BM,financieros,Spread Tasas de Interés,0.068594,indicadores_financieros
2018-03-01,Banco Santa Cruz,BM,financieros,Activos Improductivos,0.040198,indicadores_financieros
2018-03-01,Banco Santa Cruz,BM,financieros,Apalancamiento,8.663428,indicadores_financieros
2018-03-01,Banco Santa Cruz,BM,morosidad,Morosidad Simple,0.01848,indicadores_morosidad
2018-03-01,Banco Santa Cruz,BM,morosidad,Morosidad Estresada,0.023926,indicadores_morosidad
2018-03-01,Banco Santa Cruz,BM,morosidad,Índice Riesgo Crédito,0.019247,indicadores_morosidad
2018-03-01,Banco López de Haro,BM,principales,ROA,0.018442,indicadores_principales
2018-03-01,Banco López de Haro,BM,principales,ROE,0.159384,indicadores_principales
2018-03-01,Banco López de Haro,BM,principales,Eficiencia Operacional,0.52726,indicadores_principales
2018-03-01,Banco López de Haro,BM,principales,Liquidez Inmediata,0.240772,indicadores_principales
2018-03-01,Banco López de Haro,BM,principales,Cobertura de Cartera,1.355595,indicadores_principales
2018-03-01,Banco López de Haro,BM,financieros,Margen de Intermediación,0.085454,indicadores_financieros
2018-03-01,Banco López de Haro,BM,financieros,Spread Tasas de Interés,0.072646,indicadores_financieros
2018-03-01,Banco López de Haro,BM,financieros,Activos Improductivos,0.034646,indicadores_financieros
2018-03-01,Banco López de Haro,BM,financieros,Apalancamiento,8.145952,indicadores_financieros
2018-03-01,Banco López de Haro,BM,morosidad,Morosidad Simple,0.016878,indicadores_morosidad
2018-03-01,Banco López de Haro,BM,morosidad,Morosidad Estresada,0.024247,indicadores_morosidad
2018-03-01,Banco López de Haro,BM,morosidad,Índice Riesgo Crédito,0.019901,indicadores_morosidad
2018-03-01,JMMB Bank,BM,principales,ROA,0.017692,indicadores_principales
2018-03-01,JMMB Bank,BM,principales,ROE,0.179463,indicadores_principales
2018-03-01,JMMB Bank,BM,principales,Eficiencia Operacional,0.506671,indicadores_principales
2018-03-01,JMMB Bank,BM,principales,Liquidez Inmediata,0.234887,indicadores_principales
2018-03-01,JMMB Bank,BM,principales,Cobertura de Cartera,1.505145,indicadores_principales
2018-03-01,JMMB Bank,BM,financieros,Margen de Intermediación,0.086597,indicadores_financieros
2018-03-01,JMMB Bank,BM,financieros,Spread Tasas de Interés,0.076937,indicadores_financieros
2018-03-01,JMMB Bank,BM,financieros,Activos Improductivos,0.036544,indicadores_financieros
2018-03-01,JMMB Bank,BM,financieros,Apalancamiento,8.213735,indicadores_financieros
2018-03-01,JMMB Bank,BM,morosidad,Morosidad Simple,0.016842,indicadores_morosidad
2018-03-01,JMMB Bank,BM,morosidad,Morosidad Estresada,0.024944,indicadores_morosidad
2018-03-01,JMMB Bank,BM,morosidad,Índice Riesgo Crédito,0.019081,indicadores_morosidad
2018-03-01,Banco Vimenca,BM,principales,ROA,0.016477,indicadores_principales
2018-03-01,Banco Vimenca,BM,principales,ROE,0.164345,indicadores_principales
2018-03-01,Banco Vimenca,BM,principales,Eficiencia Operacional,0.518492,indicadores_principales
2018-03-01,Banco Vimenca,BM,principales,Liquidez Inmediata,0.234609,indicadores_principales
2018-03-01,Banco Vimenca,BM,principales,Cobertura de Cartera,1.380655,indicadores_principales
2018-03-01,Banco Vimenca,BM,financieros,Margen de Intermediación,0.084295,indicadores_financieros
2018-03-01,Banco Vimenca,BM,financieros,Spread Tasas de Interés,0.066704,indicadores_financieros
2018-03-01,Banco Vimenca,BM,financieros,Activos Improductivos,0.040675,indicadores_financieros
2018-03-01,Banco Vimenca,BM,financieros,Apalancamiento,9.089957,indicadores_financieros
2018-03-01,Banco Vimenca,BM,morosidad,Morosidad Simple,0.014313,indicadores_morosidad
2018-03-01,Banco Vimenca,BM,morosidad,Morosidad Estresada,0.025442,indicadores_morosidad
2018-03-01,Banco Vimenca,BM,morosidad,Índice Riesgo Crédito,0.019502,indicadores_morosidad
2018-03-01,Banco del Progreso,BM,principales,ROA,0.018548,indicadores_principales
2018-03-01,Banco del Progreso,BM,principales,ROE,0.172562,indicadores_principales
2018-03-01,Banco del Progreso,BM,principales,Eficiencia Operacional,0.490274,indicadores_principales
2018-03-01,Banco del Progreso,BM,principales,Liquidez Inmediata,0.216626,indicadores_principales
2018-03-01,Banco del Progreso,BM,principales,Cobertura de Cartera,1.384496,indicadores_principales
2018-03-01,Banco del Progreso,BM,financieros,Margen de Intermediación,0.088338,indicadores_financieros
2018-03-01,Banco del Progreso,BM,financieros,Spread Tasas de Interés,0.070477,indicadores_financieros
2018-03-01,Banco del Progreso,BM,financieros,Activos Improductivos,0.040284,indicadores_financieros
2018-03-01,Banco del Progreso,BM,financieros,Apalancamiento,9.052814,indicadores_financieros
2018-03-01,Banco del Progreso,BM,morosidad,Morosidad Simple,0.016117,indicadores_morosidad
2018-03-01,Banco del Progreso,BM,morosidad,Morosidad Estresada,0.029778,indicadores_morosidad
2018-03-01,Banco del Progreso,BM,morosidad,Índice Riesgo Crédito,0.019849,indicadores_morosidad
