fecha,entidad,tipo_entidad,componente,valor
2017-05-01,Banfond,BA,Índice de Solvencia,0.1874
2017-05-01,Banfond,BA,Capital Primario (Tier 1),0.154
2017-05-01,Banfond,BA,Capital Secundario (Tier 2),0.0383
2017-05-01,Banfond,BA,Activos Ponderados por Riesgo,7649.23
2017-05-01,Banfond,BA,Patrimonio Técnico,1390.28
2017-05-01,Motor Crédito,BA,Índice de Solvencia,0.1796
2017-05-01,Motor Crédito,BA,Capital Primario (Tier 1),0.1409
2017-05-01,Motor Crédito,BA,Capital Secundario (Tier 2),0.0358
2017-05-01,Motor Crédito,BA,Activos Ponderados por Riesgo,5736.93
2017-05-01,Motor Crédito,BA,Patrimonio Técnico,1042.71
2017-06-01,Banco Popular Dominicano,BM,Índice de Solvencia,0.1806
2017-06-01,Banco Popular Dominicano,BM,Capital Primario (Tier 1),0.1439
2017-06-01,Banco Popular Dominicano,BM,Capital Secundario (Tier 2),0.0374
2017-06-01,Banco Popular Dominicano,BM,Activos Ponderados por Riesgo,177756.4
2017-06-01,Banco Popular Dominicano,BM,Patrimonio Técnico,31367.03
2017-06-01,Banco de Reservas,BM,Índice de Solvencia,0.1718
2017-06-01,Banco de Reservas,BM,Capital Primario (Tier 1),0.1343
2017-06-01,Banco de Reservas,BM,Capital Secundario (Tier 2),0.0345
2017-06-01,Banco de Reservas,BM,Activos Ponderados por Riesgo,162299.32
2017-06-01,Banco de Reservas,BM,Patrimonio Técnico,28639.46
2017-06-01,BHD León,BM,Índice de Solvencia,0.1736
2017-06-01,BHD León,BM,Capital Primario (Tier 1),0.1429
2017-06-01,BHD León,BM,Capital Secundario (Tier 2),0.0345
2017-06-01,BHD León,BM,Activos Ponderados por Riesgo,115928.09
2017-06-01,BHD León,BM,Patrimonio Técnico,20456.76
2017-06-01,Scotiabank RD,BM,Índice de Solvencia,0.1688
2017-06-01,Scotiabank RD,BM,Capital Primario (Tier 1),0.1405
2017-06-01,Scotiabank RD,BM,Capital Secundario (Tier 2),0.0328
2017-06-01,Scotiabank RD,BM,Activos Ponderados por Riesgo,61828.31
2017-06-01,Scotiabank RD,BM,Patrimonio Técnico,10910.27
2017-06-01,Banesco,BM,Índice de Solvencia,0.1812
2017-06-01,Banesco,BM,Capital Primario (Tier 1),0.1457
2017-06-01,Banesco,BM,Capital Secundario (Tier 2),0.0383
2017-06-01,Banesco,BM,Activos Ponderados por Riesgo,46371.24
2017-06-01,Banesco,BM,Patrimonio Técnico,8182.7
2017-06-01,Citibank RD,BM,Índice de Solvencia,0.1819
2017-06-01,Citibank RD,BM,Capital Primario (Tier 1),0.1462
2017-06-01,Citibank RD,BM,Capital Secundario (Tier 2),0.0328
2017-06-01,Citibank RD,BM,Activos Ponderados por Riesgo,30914.16
2017-06-01,Citibank RD,BM,Patrimonio Técnico,5455.14
2017-06-01,Banco Santa Cruz,BM,Índice de Solvencia,0.1726
2017-06-01,Banco Santa Cruz,BM,Capital Primario (Tier 1),0.138
2017-06-01,Banco Santa Cruz,BM,Capital Secundario (Tier 2),0.0343
2017-06-01,Banco Santa Cruz,BM,Activos Ponderados por Riesgo,23185.62
2017-06-01,Banco Santa Cruz,BM,Patrimonio Técnico,4091.35
2017-06-01,Banco López de Haro,BM,Índice de Solvencia,0.1673
2017-06-01,Banco López de Haro,BM,Capital Primario (Tier 1),0.1338
2017-06-01,Banco López de Haro,BM,Capital Secundario (Tier 2),0.0346
2017-06-01,Banco López de Haro,BM,Activos Ponderados por Riesgo,23185.62
2017-06-01,Banco López de Haro,BM,Patrimonio Técnico,4091.35
2017-06-01,JMMB Bank,BM,Índice de Solvencia,0.1754
2017-06-01,JMMB Bank,BM,Capital Primario (Tier 1),0.1435
2017-06-01,JMMB Bank,BM,Capital Secundario (Tier 2),0.0363
2017-06-01,JMMB Bank,BM,Activos Ponderados por Riesgo,23185.62
2017-06-01,JMMB Bank,BM,Patrimonio Técnico,4091.35
2017-06-01,Banco Vimenca,BM,Índice de Solvencia,0.1846
2017-06-01,Banco Vimenca,BM,Capital Primario (Tier 1),0.1502
2017-06-01,Banco Vimenca,BM,Capital Secundario (Tier 2),0.0364
2017-06-01,Banco Vimenca,BM,Activos Ponderados por Riesgo,15457.08
2017-06-01,Banco Vimenca,BM,Patrimonio Técnico,2727.57
2017-06-01,Banco del Progreso,BM,Índice de Solvencia,0.177
2017-06-01,Banco del Progreso,BM,Capital Primario (Tier 1),0.1413
2017-06-01,Banco del Progreso,BM,Capital Secundario (Tier 2),0.036
2017-06-01,Banco del Progreso,BM,Activos Ponderados por Riesgo,15457.08
2017-06-01,Banco del Progreso,BM,Patrimonio Técnico,2727.57
2017-06-01,Caribe Express Banco,BM,Índice de Solvencia,0.1718
2017-06-01,Caribe Express Banco,BM,Capital Primario (Tier 1),0.1362
2017-06-01,Caribe Express Banco,BM,Capital Secundario (Tier 2),0.0354
2017-06-01,Caribe Express Banco,BM,Activos Ponderados por Riesgo,15457.08
2017-06-01,Caribe Express Banco,BM,Patrimonio Técnico,2727.57
2017-06-01,Asociación Popular de Ahorros y Préstamos,CA,Índice de Solvencia,0.1711
2017-06-01,Asociación Popular de Ahorros y Préstamos,CA,Capital Primario (Tier 1),0.1387
2017-06-01,Asociación Popular de Ahorros y Préstamos,CA,Capital Secundario (Tier 2),0.0305
2017-06-01,Asociación Popular de Ahorros y Préstamos,CA,Activos Ponderados por Riesgo,37096.99
2017-06-01,Asociación Popular de Ahorros y Préstamos,CA,Patrimonio Técnico,6546.16
2017-06-01,Asociación Cibao,CA,Índice de Solvencia,0.1748
2017-06-01,Asociación Cibao,CA,Capital Primario (Tier 1),0.1403
2017-06-01,Asociación Cibao,CA,Capital Secundario (Tier 2),0.039
2017-06-01,Asociación Cibao,CA,Activos Ponderados por Riesgo,23185.62
2017-06-01,Asociación Cibao,CA,Patrimonio Técnico,4091.35
2017-06-01,La Nacional,CA,Índice de Solvencia,0.1647
2017-06-01,La Nacional,CA,Capital Primario (Tier 1),0.1304
2017-06-01,La Nacional,CA,Capital Secundario (Tier 2),0.0336
2017-06-01,La Nacional,CA,Activos Ponderados por Riesgo,13911.37
2017-06-01,La Nacional,CA,Patrimonio Técnico,2454.81
2017-06-01,Romana,CA,Índice de Solvencia,0.1775
2017-06-01,Romana,CA,Capital Primario (Tier 1),0.1463
2017-06-01,Romana,CA,Capital Secundario (Tier 2),0.0326
2017-06-01,Romana,CA,Activos Ponderados por Riesgo,9274.25
2017-06-01,Romana,CA,Patrimonio Técnico,1636.54
2017-06-01,Mocana,CA,Índice de Solvencia,0.1756
2017-06-01,Mocana,CA,Capital Primario (Tier 1),0.1463
2017-06-01,Mocana,CA,Capital Secundario (Tier 2),0.0356
2017-06-01,Mocana,CA,Activos Ponderados por Riesgo,9274.25
2017-06-01,Mocana,CA,Patrimonio Técnico,1636.54
2017-06-01,ADOPEM,BA,Índice de Solvencia,0.177
2017-06-01,ADOPEM,BA,Capital Primario (Tier 1),0.1368
2017-06-01,ADOPEM,BA,Capital Secundario (Tier 2),0.0368
2017-06-01,ADOPEM,BA,Activos Ponderados por Riesgo,13524.94
2017-06-01,ADOPEM,BA,Patrimonio Técnico,2386.62
2017-06-01,Bancamérica,BA,Índice de Solvencia,0.1725
2017-06-01,Bancamérica,BA,Capital Primario (Tier 1),0.1432
2017-06-01,Bancamérica,BA,Capital Secundario (Tier 2),0.0359
2017-06-01,Bancamérica,BA,Activos Ponderados por Riesgo,11592.81
2017-06-01,Bancamérica,BA,Patrimonio Técnico,2045.68
2017-06-01,Banfond,BA,Índice de Solvencia,0.18
2017-06-01,Banfond,BA,Capital Primario (Tier 1),0.143
2017-06-01,Banfond,BA,Capital Secundario (Tier 2),0.0317
2017-06-01,Banfond,BA,Activos Ponderados por Riesgo,7728.54
2017-06-01,Banfond,BA,Patrimonio Técnico,1363.78
2017-06-01,Motor Crédito,BA,Índice de Solvencia,0.1726
2017-06-01,Motor Crédito,BA,Capital Primario (Tier 1),0.1389
2017-06-01,Motor Crédito,BA,Capital Secundario (Tier 2),0.035
2017-06-01,Motor Crédito,BA,Activos Ponderados por Riesgo,5796.4
2017-06-01,Motor Crédito,BA,Patrimonio Técnico,1022.84
2017-07-01,Banco Popular Dominicano,BM,Índice de Solvencia,0.1859
2017-07-01,Banco Popular Dominicano,BM,Capital Primario (Tier 1),0.1501
2017-07-01,Banco Popular Dominicano,BM,Capital Secundario (Tier 2),0.0382
2017-07-01,Banco Popular Dominicano,BM,Activos Ponderados por Riesgo,178749.41
2017-07-01,Banco Popular Dominicano,BM,Patrimonio Técnico,32252.57
2017-07-01,Banco de Reservas,BM,Índice de Solvencia,0.1837
2017-07-01,Banco de Reservas,BM,Capital Primario (Tier 1),0.1477
2017-07-01,Banco de Reservas,BM,Capital Secundario (Tier 2),0.0396
2017-07-01,Banco de Reservas,BM,Activos Ponderados por Riesgo,163205.98
2017-07-01,Banco de Reservas,BM,Patrimonio Técnico,29447.99
2017-07-01,BHD León,BM,Índice de Solvencia,0.1851
2017-07-01,BHD León,BM,Capital Primario (Tier 1),0.1463
2017-07-01,BHD León,BM,Capital Secundario (Tier 2),0.0394
2017-07-01,BHD León,BM,Activos Ponderados por Riesgo,116575.7
2017-07-01,BHD León,BM,Patrimonio Técnico,21034.28
2017-07-01,Scotiabank RD,BM,Índice de Solvencia,0.1849
2017-07-01,Scotiabank RD,BM,Capital Primario (Tier 1),0.1524
2017-07-01,Scotiabank RD,BM,Capital Secundario (Tier 2),0.0365
2017-07-01,Scotiabank RD,BM,Activos Ponderados por Riesgo,62173.71
2017-07-01,Scotiabank RD,BM,Patrimonio Técnico,11218.28
2017-07-01,Banesco,BM,Índice de Solvencia,0.1853
2017-07-01,Banesco,BM,Capital Primario (Tier 1),0.1523
2017-07-01,Banesco,BM,Capital Secundario (Tier 2),0.0399
2017-07-01,Banesco,BM,Activos Ponderados por Riesgo,46630.28
2017-07-01,Banesco,BM,Patrimonio Técnico,8413.71
2017-07-01,Citibank RD,BM,Índice de Solvencia,0.1827
2017-07-01,Citibank RD,BM,Capital Primario (Tier 1),0.1454
2017-07-01,Citibank RD,BM,Capital Secundario (Tier 2),0.0374
2017-07-01,Citibank RD,BM,Activos Ponderados por Riesgo,31086.85
2017-07-01,Citibank RD,BM,Patrimonio Técnico,5609.14
2017-07-01,Banco Santa Cruz,BM,Índice de Solvencia,0.1797
2017-07-01,Banco Santa Cruz,BM,Capital Primario (Tier 1),0.1422
2017-07-01,Banco Santa Cruz,BM,Capital Secundario (Tier 2),0.0362
2017-07-01,Banco Santa Cruz,BM,Activos Ponderados por Riesgo,23315.14
2017-07-01,Banco Santa Cruz,BM,Patrimonio Técnico,4206.86
2017-07-01,Banco López de Haro,BM,Índice de Solvencia,0.1795
2017-07-01,Banco López de Haro,BM,Capital Primario (Tier 1),0.1505
2017-07-01,Banco López de Haro,BM,Capital Secundario (Tier 2),0.0358
2017-07-01,Banco López de Haro,BM,Activos Ponderados por Riesgo,23315.14
2017-07-01,Banco López de Haro,BM,Patrimonio Técnico,4206.86
2017-07-01,JMMB Bank,BM,Índice de Solvencia,0.1783
2017-07-01,JMMB Bank,BM,Capital Primario (Tier 1),0.1436
2017-07-01,JMMB Bank,BM,Capital Secundario (Tier 2),0.0376
2017-07-01,JMMB Bank,BM,Activos Ponderados por Riesgo,23315.14
2017-07-01,JMMB Bank,BM,Patrimonio Técnico,4206.86
2017-07-01,Banco Vimenca,BM,Índice de Solvencia,0.1808
2017-07-01,Banco Vimenca,BM,Capital Primario (Tier 1),0.1449
2017-07-01,Banco Vimenca,BM,Capital Secundario (Tier 2),0.0366
2017-07-01,Banco Vimenca,BM,Activos Ponderados por Riesgo,15543.43
2017-07-01,Banco Vimenca,BM,Patrimonio Técnico,2804.57
2017-07-01,Banco del Progreso,BM,Índice de Solvencia,0.1799
2017-07-01,Banco del Progreso,BM,Capital Primario (Tier 1),0.1444
2017-07-01,Banco del Progreso,BM,Capital Secundario (Tier 2),0.0357
2017-07-01,Banco del Progreso,BM,Activos Ponderados por Riesgo,15543.43
2017-07-01,Banco del Progreso,BM,Patrimonio Técnico,2804.57
2017-07-01,Caribe Express Banco,BM,Índice de Solvencia,0.1783
2017-07-01,Caribe Express Banco,BM,Capital Primario (Tier 1),0.1406
2017-07-01,Caribe Express Banco,BM,Capital Secundario (Tier 2),0.0355
2017-07-01,Caribe Express Banco,BM,Activos Ponderados por Riesgo,15543.43
2017-07-01,Caribe Express Banco,BM,Patrimonio Técnico,2804.57
2017-07-01,Asociación Popular de Ahorros y Préstamos,CA,Índice de Solvencia,0.1822
2017-07-01,Asociación Popular de Ahorros y Préstamos,CA,Capital Primario (Tier 1),0.1462
2017-07-01,Asociación Popular de Ahorros y Préstamos,CA,Capital Secundario (Tier 2),0.0392
2017-07-01,Asociación Popular de Ahorros y Préstamos,CA,Activos Ponderados por Riesgo,37304.22
2017-07-01,Asociación Popular de Ahorros y Préstamos,CA,Patrimonio Técnico,6730.97
2017-07-01,Asociación Cibao,CA,Índice de Solvencia,0.1822
2017-07-01,Asociación Cibao,CA,Capital Primario (Tier 1),0.149
2017-07-01,Asociación Cibao,CA,Capital Secundario (Tier 2),0.0364
2017-07-01,Asociación Cibao,CA,Activos Ponderados por Riesgo,23315.14
2017-07-01,Asociación Cibao,CA,Patrimonio Técnico,4206.86
2017-07-01,La Nacional,CA,Índice de Solvencia,0.1812
2017-07-01,La Nacional,CA,Capital Primario (Tier 1),0.1478
2017-07-01,La Nacional,CA,Capital Secundario (Tier 2),0.0328
2017-07-01,La Nacional,CA,Activos Ponderados por Riesgo,13989.08
2017-07-01,La Nacional,CA,Patrimonio Técnico,2524.11
2017-07-01,Romana,CA,Índice de Solvencia,0.1831
2017-07-01,Romana,CA,Capital Primario (Tier 1),0.1484
2017-07-01,Romana,CA,Capital Secundario (Tier 2),0.0329
2017-07-01,Romana,CA,Activos Ponderados por Riesgo,9326.06
2017-07-01,Romana,CA,Patrimonio Técnico,1682.74
2017-07-01,Mocana,CA,Índice de Solvencia,0.1831
2017-07-01,Mocana,CA,Capital Primario (Tier 1),0.1453
2017-07-01,Mocana,CA,Capital Secundario (Tier 2),0.0396
2017-07-01,Mocana,CA,Activos Ponderados por Riesgo,9326.06
2017-07-01,Mocana,CA,Patrimonio Técnico,1682.74
2017-07-01,ADOPEM,BA,Índice de Solvencia,0.1724
2017-07-01,ADOPEM,BA,Capital Primario (Tier 1),0.1383
2017-07-01,ADOPEM,BA,Capital Secundario (Tier 2),0.034
2017-07-01,ADOPEM,BA,Activos Ponderados por Riesgo,13600.5
2017-07-01,ADOPEM,BA,Patrimonio Técnico,2454.0
2017-07-01,Bancamérica,BA,Índice de Solvencia,0.189
2017-07-01,Bancamérica,BA,Capital Primario (Tier 1),0.1493
2017-07-01,Bancamérica,BA,Capital Secundario (Tier 2),0.039
2017-07-01,Bancamérica,BA,Activos Ponderados por Riesgo,11657.57
2017-07-01,Bancamérica,BA,Patrimonio Técnico,2103.43
2017-07-01,Banfond,BA,Índice de Solvencia,0.1862
2017-07-01,Banfond,BA,Capital Primario (Tier 1),0.1458
2017-07-01,Banfond,BA,Capital Secundario (Tier 2),0.0375
2017-07-01,Banfond,BA,Activos Ponderados por Riesgo,7771.71
2017-07-01,Banfond,BA,Patrimonio Técnico,1402.29
2017-07-01,Motor Crédito,BA,Índice de Solvencia,0.1816
2017-07-01,Motor Crédito,BA,Capital Primario (Tier 1),0.1412
2017-07-01,Motor Crédito,BA,Capital Secundario (Tier 2),0.0353
2017-07-01,Motor Crédito,BA,Activos Ponderados por Riesgo,5828.79
2017-07-01,Motor Crédito,BA,Patrimonio Técnico,1051.71
2017-08-01,Banco Popular Dominicano,BM,Índice de Solvencia,0.1737
2017-08-01,Banco Popular Dominicano,BM,Capital Primario (Tier 1),0.1427
2017-08-01,Banco Popular Dominicano,BM,Capital Secundario (Tier 2),0.0369
2017-08-01,Banco Popular Dominicano,BM,Activos Ponderados por Riesgo,179005.93
2017-08-01,Banco Popular Dominicano,BM,Patrimonio Técnico,31443.04
2017-08-01,Banco de Reservas,BM,Índice de Solvencia,0.1741
2017-08-01,Banco de Reservas,BM,Capital Primario (Tier 1),0.1424
2017-08-01,Banco de Reservas,BM,Capital Secundario (Tier 2),0.0341
2017-08-01,Banco de Reservas,BM,Activos Ponderados por Riesgo,163440.2
2017-08-01,Banco de Reservas,BM,Patrimonio Técnico,28708.87
2017-08-01,BHD León,BM,Índice de Solvencia,0.1782
2017-08-01,BHD León,BM,Capital Primario (Tier 1),0.145
2017-08-01,BHD León,BM,Capital Secundario (Tier 2),0.0398
2017-08-01,BHD León,BM,Activos Ponderados por Riesgo,116743.0
2017-08-01,BHD León,BM,Patrimonio Técnico,20506.33
2017-08-01,Scotiabank RD,BM,Índice de Solvencia,0.1799
2017-08-01,Scotiabank RD,BM,Capital Primario (Tier 1),0.1412
2017-08-01,Scotiabank RD,BM,Capital Secundario (Tier 2),0.0361
2017-08-01,Scotiabank RD,BM,Activos Ponderados por Riesgo,62262.93
2017-08-01,Scotiabank RD,BM,Patrimonio Técnico,10936.71
2017-08-01,Banesco,BM,Índice de Solvencia,0.1803
2017-08-01,Banesco,BM,Capital Primario (Tier 1),0.1461
2017-08-01,Banesco,BM,Capital Secundario (Tier 2),0.0374
2017-08-01,Banesco,BM,Activos Ponderados por Riesgo,46697.2
2017-08-01,Banesco,BM,Patrimonio Técnico,8202.53
2017-08-01,Citibank RD,BM,Índice de Solvencia,0.1715
2017-08-01,Citibank RD,BM,Capital Primario (Tier 1),0.1329
2017-08-01,Citibank RD,BM,Capital Secundario (Tier 2),0.0368
2017-08-01,Citibank RD,BM,Activos Ponderados por Riesgo,31131.47
2017-08-01,Citibank RD,BM,Patrimonio Técnico,5468.36
2017-08-01,Banco Santa Cruz,BM,Índice de Solvencia,0.1773
2017-08-01,Banco Santa Cruz,BM,Capital Primario (Tier 1),0.1375
2017-08-01,Banco Santa Cruz,BM,Capital Secundario (Tier 2),0.038
2017-08-01,Banco Santa Cruz,BM,Activos Ponderados por Riesgo,23348.6
2017-08-01,Banco Santa Cruz,BM,Patrimonio Técnico,4101.27
2017-08-01,Banco López de Haro,BM,Índice de Solvencia,0.1794
2017-08-01,Banco López de Haro,BM,Capital Primario (Tier 1),0.1414
2017-08-01,Banco López de Haro,BM,Capital Secundario (Tier 2),0.037
2017-08-01,Banco López de Haro,BM,Activos Ponderados por Riesgo,23348.6
2017-08-01,Banco López de Haro,BM,Patrimonio Técnico,4101.27
2017-08-01,JMMB Bank,BM,Índice de Solvencia,0.1724
2017-08-01,JMMB Bank,BM,Capital Primario (Tier 1),0.1326
2017-08-01,JMMB Bank,BM,Capital Secundario (Tier 2),0.0318
2017-08-01,JMMB Bank,BM,Activos Ponderados por Riesgo,23348.6
2017-08-01,JMMB Bank,BM,Patrimonio Técnico,4101.27
2017-08-01,Banco Vimenca,BM,Índice de Solvencia,0.1817
2017-08-01,Banco Vimenca,BM,Capital Primario (Tier 1),0.1402
2017-08-01,Banco Vimenca,BM,Capital Secundario (Tier 2),0.0316
2017-08-01,Banco Vimenca,BM,Activos Ponderados por Riesgo,15565.73
2017-08-01,Banco Vimenca,BM,Patrimonio Técnico,2734.18
2017-08-01,Banco del Progreso,BM,Índice de Solvencia,0.1685
2017-08-01,Banco del Progreso,BM,Capital Primario (Tier 1),0.1365
2017-08-01,Banco del Progreso,BM,Capital Secundario (Tier 2),0.0326
2017-08-01,Banco del Progreso,BM,Activos Ponderados por Riesgo,15565.73
2017-08-01,Banco del Progreso,BM,Patrimonio Técnico,2734.18
2017-08-01,Caribe Express Banco,BM,Índice de Solvencia,0.1752
2017-08-01,Caribe Express Banco,BM,Capital Primario (Tier 1),0.1429
2017-08-01,Caribe Express Banco,BM,Capital Secundario (Tier 2),0.033
2017-08-01,Caribe Express Banco,BM,Activos Ponderados por Riesgo,15565.73
2017-08-01,Caribe Express Banco,BM,Patrimonio Técnico,2734.18
2017-08-01,Asociación Popular de Ahorros y Préstamos,CA,Índice de Solvencia,0.172
2017-08-01,Asociación Popular de Ahorros y Préstamos,CA,Capital Primario (Tier 1),0.1326
2017-08-01,Asociación Popular de Ahorros y Préstamos,CA,Capital Secundario (Tier 2),0.0377
2017-08-01,Asociación Popular de Ahorros y Préstamos,CA,Activos Ponderados por Riesgo,37357.76
2017-08-01,Asociación Popular de Ahorros y Préstamos,CA,Patrimonio Técnico,6562.03
2017-08-01,Asociación Cibao,CA,Índice de Solvencia,0.169
2017-08-01,Asociación Cibao,CA,Capital Primario (Tier 1),0.1374
2017-08-01,Asociación Cibao,CA,Capital Secundario (Tier 2),0.0332
2017-08-01,Asociación Cibao,CA,Activos Ponderados por Riesgo,23348.6
2017-08-01,Asociación Cibao,CA,Patrimonio Técnico,4101.27
2017-08-01,La Nacional,CA,Índice de Solvencia,0.1713
2017-08-01,La Nacional,CA,Capital Primario (Tier 1),0.1405
2017-08-01,La Nacional,CA,Capital Secundario (Tier 2),0.0351
2017-08-01,La Nacional,CA,Activos Ponderados por Riesgo,14009.16
2017-08-01,La Nacional,CA,Patrimonio Técnico,2460.76
2017-08-01,Romana,CA,Índice de Solvencia,0.1736
2017-08-01,Romana,CA,Capital Primario (Tier 1),0.1394
2017-08-01,Romana,CA,Capital Secundario (Tier 2),0.0364
2017-08-01,Romana,CA,Activos Ponderados por Riesgo,9339.44
2017-08-01,Romana,CA,Patrimonio Técnico,1640.51
2017-08-01,Mocana,CA,Índice de Solvencia,0.1759
2017-08-01,Mocana,CA,Capital Primario (Tier 1),0.1433
2017-08-01,Mocana,CA,Capital Secundario (Tier 2),0.0326
2017-08-01,Mocana,CA,Activos Ponderados por Riesgo,9339.44
2017-08-01,Mocana,CA,Patrimonio Técnico,1640.51
2017-08-01,ADOPEM,BA,Índice de Solvencia,0.1728
2017-08-01,ADOPEM,BA,Capital Primario (Tier 1),0.1402
2017-08-01,ADOPEM,BA,Capital Secundario (Tier 2),0.0323
2017-08-01,ADOPEM,BA,Activos Ponderados por Riesgo,13620.02
2017-08-01,ADOPEM,BA,Patrimonio Técnico,2392.41
2017-08-01,Bancamérica,BA,Índice de Solvencia,0.1784
2017-08-01,Bancamérica,BA,Capital Primario (Tier 1),0.1417
2017-08-01,Bancamérica,BA,Capital Secundario (Tier 2),0.0357
2017-08-01,Bancamérica,BA,Activos Ponderados por Riesgo,11674.3
2017-08-01,Bancamérica,BA,Patrimonio Técnico,2050.63
2017-08-01,Banfond,BA,Índice de Solvencia,0.1716
2017-08-01,Banfond,BA,Capital Primario (Tier 1),0.1358
2017-08-01,Banfond,BA,Capital Secundario (Tier 2),0.0324
2017-08-01,Banfond,BA,Activos Ponderados por Riesgo,7782.87
2017-08-01,Banfond,BA,Patrimonio Técnico,1367.09
2017-08-01,Motor Crédito,BA,Índice de Solvencia,0.1802
2017-08-01,Motor Crédito,BA,Capital Primario (Tier 1),0.1441
2017-08-01,Motor Crédito,BA,Capital Secundario (Tier 2),0.0345
2017-08-01,Motor Crédito,BA,Activos Ponderados por Riesgo,5837.15
2017-08-01,Motor Crédito,BA,Patrimonio Técnico,1025.32
2017-09-01,Banco Popular Dominicano,BM,Índice de Solvencia,0.1843
2017-09-01,Banco Popular Dominicano,BM,Capital Primario (Tier 1),0.146
2017-09-01,Banco Popular Dominicano,BM,Capital Secundario (Tier 2),0.0339
2017-09-01,Banco Popular Dominicano,BM,Activos Ponderados por Riesgo,178823.93
2017-09-01,Banco Popular Dominicano,BM,Patrimonio Técnico,32725.25
2017-09-01,Banco de Reservas,BM,Índice de Solvencia,0.1725
2017-09-01,Banco de Reservas,BM,Capital Primario (Tier 1),0.1422
2017-09-01,Banco de Reservas,BM,Capital Secundario (Tier 2),0.0352
2017-09-01,Banco de Reservas,BM,Activos Ponderados por Riesgo,163274.03
2017-09-01,Banco de Reservas,BM,Patrimonio Técnico,29879.57
2017-09-01,BHD León,BM,Índice de Solvencia,0.182
2017-09-01,BHD León,BM,Capital Primario (Tier 1),0.1465
2017-09-01,BHD León,BM,Capital Secundario (Tier 2),0.0364
2017-09-01,BHD León,BM,Activos Ponderados por Riesgo,116624.3
2017-09-01,BHD León,BM,Patrimonio Técnico,21342.55
2017-09-01,Scotiabank RD,BM,Índice de Solvencia,0.1861
2017-09-01,Scotiabank RD,BM,Capital Primario (Tier 1),0.1472
2017-09-01,Scotiabank RD,BM,Capital Secundario (Tier 2),0.0392
2017-09-01,Scotiabank RD,BM,Activos Ponderados por Riesgo,62199.63
2017-09-01,Scotiabank RD,BM,Patrimonio Técnico,11382.69
2017-09-01,Banesco,BM,Índice de Solvencia,0.1917
2017-09-01,Banesco,BM,Capital Primario (Tier 1),0.1553
2017-09-01,Banesco,BM,Capital Secundario (Tier 2),0.0391
2017-09-01,Banesco,BM,Activos Ponderados por Riesgo,46649.72
2017-09-01,Banesco,BM,Patrimonio Técnico,8537.02
2017-09-01,Citibank RD,BM,Índice de Solvencia,0.1853
2017-09-01,Citibank RD,BM,Capital Primario (Tier 1),0.1484
2017-09-01,Citibank RD,BM,Capital Secundario (Tier 2),0.0399
2017-09-01,Citibank RD,BM,Activos Ponderados por Riesgo,31099.81
2017-09-01,Citibank RD,BM,Patrimonio Técnico,5691.35
2017-09-01,Banco Santa Cruz,BM,Índice de Solvencia,0.176
2017-09-01,Banco Santa Cruz,BM,Capital Primario (Tier 1),0.1361
2017-09-01,Banco Santa Cruz,BM,Capital Secundario (Tier 2),0.0377
2017-09-01,Banco Santa Cruz,BM,Activos Ponderados por Riesgo,23324.86
2017-09-01,Banco Santa Cruz,BM,Patrimonio Técnico,4268.51
2017-09-01,Banco López de Haro,BM,Índice de Solvencia,0.1852
2017-09-01,Banco López de Haro,BM,Capital Primario (Tier 1),0.1532
2017-09-01,Banco López de Haro,BM,Capital Secundario (Tier 2),0.0385
2017-09-01,Banco López de Haro,BM,Activos Ponderados por Riesgo,23324.86
2017-09-01,Banco López de Haro,BM,Patrimonio Técnico,4268.51
2017-09-01,JMMB Bank,BM,Índice de Solvencia,0.1817
2017-09-01,JMMB Bank,BM,Capital Primario (Tier 1),0.1439
2017-09-01,JMMB Bank,BM,Capital Secundario (Tier 2),0.0381
2017-09-01,JMMB Bank,BM,Activos Ponderados por Riesgo,23324.86
2017-09-01,JMMB Bank,BM,Patrimonio Técnico,4268.51
2017-09-01,Banco Vimenca,BM,Índice de Solvencia,0.1805
2017-09-01,Banco Vimenca,BM,Capital Primario (Tier 1),0.1388
2017-09-01,Banco Vimenca,BM,Capital Secundario (Tier 2),0.0336
2017-09-01,Banco Vimenca,BM,Activos Ponderados por Riesgo,15549.91
2017-09-01,Banco Vimenca,BM,Patrimonio Técnico,2845.67
2017-09-01,Banco del Progreso,BM,Índice de Solvencia,0.1843
2017-09-01,Banco del Progreso,BM,Capital Primario (Tier 1),0.1476
2017-09-01,Banco del Progreso,BM,Capital Secundario (Tier 2),0.039
2017-09-01,Banco del Progreso,BM,Activos Ponderados por Riesgo,15549.91
2017-09-01,Banco del Progreso,BM,Patrimonio Técnico,2845.67
2017-09-01,Caribe Express Banco,BM,Índice de Solvencia,0.1874
2017-09-01,Caribe Express Banco,BM,Capital Primario (Tier 1),0.1505
2017-09-01,Caribe Express Banco,BM,Capital Secundario (Tier 2),0.0354
2017-09-01,Caribe Express Banco,BM,Activos Ponderados por Riesgo,15549.91
2017-09-01,Caribe Express Banco,BM,Patrimonio Técnico,2845.67
2017-09-01,Asociación Popular de Ahorros y Préstamos,CA,Índice de Solvencia,0.1834
2017-09-01,Asociación Popular de Ahorros y Préstamos,CA,Capital Primario (Tier 1),0.1482
2017-09-01,Asociación Popular de Ahorros y Préstamos,CA,Capital Secundario (Tier 2),0.035
